row_id,content_id,title,content_type,genre,original_language,release_date,report_month,country,region,available_globally,subscription_tier,primary_device,runtime_minutes,season_count,episode_count,views,hours_viewed,completion_rate,user_rating,estimated_revenue_usd,title_age_months
12374,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2026-03-01,South Africa,Africa,True,Standard,Smart Tv,127,0,1,12772,17617,0.652,6.6,154.51,46
12376,SW0071,Hidden Echo,Movie,Drama,Spanish,2025-01-25,2026-05-01,Nigeria,Africa,False,Standard,Mobile,120,0,1,20656,30116,0.729,7.1,258.78,16
12377,SW0093,Northern Summer 93,Movie,Thriller,Korean,2025-04-26,2026-02-01,India,Asia,True,Standard,Tablet,84,0,1,67792,50716,0.534,6.6,783.94,10
12378,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2026-03-01,South Korea,Asia,False,Standard,Web,49,1,8,80213,494304,0.943,6.8,1032.97,19
12379,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2025-08-01,Canada,North America,True,Ad-Supported,Tablet,127,0,1,12874,19695,0.723,6.7,209.34,39
12380,SW0145,Last Road 145,Series,Comedy,Korean,2024-10-31,2025-07-01,Australia,Oceania,False,Ad-Supported,Web,46,1,8,6705,29957,0.728,7.0,110.59,9
12381,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2025-03-01,South Korea,Asia,True,Standard,Smart Tv,29,2,10,127284,590597,0.96,7.2,1636.48,6
12382,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-04-01,Nigeria,Africa,True,Ad-Supported,Smart Tv,130,0,1,30810,45622,0.683,7.5,592.79,10
12383,SW0142,Wild Promise 142,Movie,Crime,English,2023-06-22,2026-05-01,Mexico,Latin America,False,Standard,Mobile,143,0,1,30377,53532,0.739,8.0,373.96,35
12384,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2026-01-01,India,Asia,True,Ad-Supported,Mobile,47,2,9,116675,547477,0.666,7.4,2058.07,5
12385,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-12-01,France,Europe,True,Premium,Smart Tv,114,0,1,47350,69830,0.776,7.3,792.28,36
12386,SW0117,Broken Road 117,Series,Drama,English,2023-05-21,2025-07-01,United Kingdom,Europe,True,Ad-Supported,Smart Tv,23,4,8,14452,29387,0.663,7.6,277.65,26
12387,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2025-12-01,India,Asia,False,Premium,Smart Tv,55,2,11,24658,174927,0.704,8.0,417.89,44
12388,SW0169,Wild Signal,Movie,Action,Yoruba,2025-07-21,2025-12-01,France,Europe,True,Ad-Supported,Smart Tv,124,0,1,40462,61089,0.731,6.6,689.12,5
12389,SW0111,Crimson Signal 111,Movie,Comedy,English,2022-11-13,2025-10-01,India,Asia,True,Premium,Smart Tv,134,0,1,10537,18790,0.798,6.9,155.28,35
12390,SW0012,Broken Crown,Movie,Crime,French,2022-04-02,2025-12-01,United States,North America,True,Ad-Supported,Web,148,0,1,77688,148048,0.773,7.0,1338.36,44
12391,SW0074,Hidden Code 74,Movie,Thriller,Korean,2023-12-05,2026-05-01,Spain,Europe,False,Standard,Smart Tv,81,0,1,11752,12943,0.816,7.4,142.89,29
12392,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2025-04-01,United States,North America,True,Standard,Smart Tv,134,0,1,29995,48240,0.72,7.3,387.27,16
12393,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-05-01,South Africa,Africa,True,Standard,Tablet,94,0,1,20762,23891,0.735,7.7,254.95,8
12394,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2026-05-01,Spain,Europe,True,Ad-Supported,Smart Tv,140,0,1,20767,30950,0.639,7.2,372.89,46
12395,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2026-01-01,Spain,Europe,False,Ad-Supported,Tablet,57,1,10,23346,206847,0.933,7.3,453.11,6
12396,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2025-10-01,Japan,Asia,True,Standard,Web,29,4,11,23402,103307,0.83,6.4,296.66,39
12398,SW0168,Northern Kingdom,Movie,Thriller,Japanese,2023-11-24,2026-01-01,France,Europe,True,Premium,Smart Tv,140,0,1,10245,14609,0.611,6.3,160.83,26
12399,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-08-01,Brazil,Latin America,False,Standard,Web,62,1,10,34285,307579,0.868,7.1,414.04,22
12400,SW0142,Wild Promise 142,Movie,Crime,English,2023-06-22,2025-03-01,Brazil,Latin America,False,Standard,Mobile,143,0,1,21492,29139,0.569,5.7,261.19,21
12401,SW0071,Hidden Echo,Movie,Drama,Spanish,2025-01-25,2026-06-01,Mexico,Latin America,False,Standard,Web,120,0,1,38426,33675,0.438,6.8,458.4,17
12402,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2026-02-01,India,Asia,True,Standard,Web,93,0,1,64340,79958,0.802,7.5,703.57,48
12403,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-11-01,France,Europe,True,Standard,Mobile,81,0,1,31966,21946,0.509,7.2,412.12,35
12404,SW0076,Infinite Promise 76,Movie,Documentary,French,2022-03-14,2025-04-01,South Africa,Africa,True,Ad-Supported,Web,142,0,1,11080,17365,0.662,7.0,194.79,37
12405,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2025-12-01,South Korea,Asia,False,Ad-Supported,Game Console,26,1,7,13952,23194,0.548,6.5,256.96,45
12406,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2026-04-01,United States,North America,True,Ad-Supported,Mobile,47,4,7,150481,414033,0.502,7.5,2438.43,9
12408,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2025-06-01,United Kingdom,Europe,True,Standard,Game Console,127,0,1,45325,73351,0.765,6.0,511.28,37
12409,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2025-08-01,Nigeria,Africa,True,Standard,Web,127,0,1,9945,16514,0.785,7.2,119.45,39
12410,SW0035,Infinite Promise,Movie,Thriller,Hindi,2022-07-20,2025-03-01,United States,North America,True,Standard,Smart Tv,130,0,1,3918,6922,0.815,7.5,44.56,32
12411,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2026-06-01,United States,North America,True,Ad-Supported,Mobile,37,3,10,61067,325072,0.863,6.6,1014.55,15
12412,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-03-01,Japan,Asia,True,Ad-Supported,Smart Tv,130,0,1,58890,60078,0.471,6.8,1021.41,9
12413,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-01-01,South Korea,Asia,True,Ad-Supported,Tablet,130,0,1,153430,229979,0.692,7.6,2562.3,7
12414,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-04-01,Mexico,Latin America,False,Ad-Supported,Mobile,123,0,1,34704,54880,0.771,7.1,641.13,28
12415,SW0140,Midnight Code 140,Series,Romance,Hindi,2024-02-06,2025-02-01,Australia,Oceania,True,Standard,Smart Tv,51,3,12,13317,83995,0.618,5.9,174.19,12
12417,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2025-04-01,United Kingdom,Europe,True,Ad-Supported,Web,146,0,1,93772,171549,0.752,6.6,1854.3,19
12418,SW0051,Infinite Echo 51,Series,Comedy,Korean,2022-03-05,2026-01-01,South Korea,Asia,True,Ad-Supported,Mobile,59,4,6,20203,90132,0.756,8.1,366.47,46
12419,SW0074,Hidden Code 74,Movie,Thriller,Korean,2023-12-05,2025-10-01,Mexico,Latin America,False,Standard,Tablet,81,0,1,13989,12752,0.675,8.0,159.51,22
12420,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-05-01,France,Europe,True,Ad-Supported,Smart Tv,99,0,1,94813,135308,0.865,6.5,1799.81,21
12421,SW0020,Hidden Pulse,Movie,Action,English,2024-03-08,2026-02-01,France,Europe,True,Standard,Smart Tv,99,0,1,11162,15620,0.848,5.8,128.59,23
12422,SW0086,Second Echo 86,Movie,Romance,Japanese,2024-09-20,2025-06-01,Mexico,Latin America,False,Standard,Web,109,0,1,29500,26971,0.503,6.9,387.49,9
12423,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2026-04-01,India,Asia,True,Standard,Web,37,3,10,53046,254378,0.778,6.8,672.33,13
12426,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-10-01,Nigeria,Africa,False,Standard,Smart Tv,57,1,10,110801,975358,0.927,7.5,1254.5,3
12427,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-12-01,France,Europe,True,Standard,Smart Tv,90,0,1,19830,19298,0.649,6.8,250.14,27
12428,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2026-04-01,Nigeria,Africa,True,Premium,Smart Tv,45,2,9,23373,149421,0.947,7.3,361.17,13
12429,SW0077,Crimson Echo 77,Series,Animation,English,2022-01-06,2025-10-01,Germany,Europe,True,Premium,Smart Tv,29,2,7,34767,75889,0.645,7.5,599.2,45
12430,SW0077,Crimson Echo 77,Series,Animation,English,2022-01-06,2025-12-01,Australia,Oceania,True,Standard,Smart Tv,29,2,7,24504,69238,0.835,6.9,283.75,47
12431,SW0137,Infinite Echo 137,Series,Drama,English,2023-03-01,2026-01-01,Japan,Asia,True,Standard,Web,55,1,7,40360,166775,0.644,6.8,530.92,34
12432,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-04-01,India,Asia,True,Ad-Supported,Smart Tv,114,0,1,75530,111412,0.776,7.2,1391.92,40
12433,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-09-01,Canada,North America,True,Standard,Smart Tv,106,0,1,81812,88952,0.615,8.8,902.43,4
12434,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2025-12-01,Nigeria,Africa,True,Ad-Supported,Smart Tv,28,2,11,20939,91125,0.848,8.3,399.71,16
12435,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2025-10-01,Germany,Europe,False,Premium,Mobile,49,1,8,27432,92719,0.517,6.7,398.99,14
12436,SW0117,Broken Road 117,Series,Drama,English,2023-05-21,2025-07-01,Australia,Oceania,True,Ad-Supported,Smart Tv,23,4,8,39508,98126,0.81,7.2,721.89,26
12438,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2026-02-01,Germany,Europe,False,Ad-Supported,Web,39,2,8,36490,161754,0.852,8.2,695.09,38
12439,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2026-06-01,Australia,Oceania,False,Ad-Supported,Web,57,1,10,8975,55936,0.656,7.2,155.65,11
12440,SW0048,Broken Pulse,Series,Comedy,Spanish,2025-12-12,2026-01-01,Spain,Europe,True,Premium,Smart Tv,62,1,10,30612,193439,0.612,6.898561151079137,476.13,1
12441,SW0016,Last Harbor,Series,Thriller,Portuguese,2022-04-30,2026-05-01,Australia,Oceania,True,Standard,Mobile,23,2,10,5348,13017,0.635,7.9,60.23,49
12443,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-09-01,United Kingdom,Europe,True,Premium,Smart Tv,130,0,1,34747,48189,0.64,7.5,551.8,15
12444,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-10-01,France,Europe,True,Ad-Supported,Smart Tv,130,0,1,37834,53222,0.649,7.5,631.22,16
12445,SW0137,Infinite Echo 137,Series,Drama,English,2023-03-01,2025-12-01,Brazil,Latin America,True,Standard,Smart Tv,55,1,7,48751,260063,0.831,6.9,559.26,33
12446,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2026-03-01,Brazil,Latin America,True,Premium,Smart Tv,81,0,1,83485,89756,0.796,7.4,1220.96,39
12447,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-11-01,Australia,Oceania,False,Standard,Smart Tv,141,0,1,22362,38937,0.741,8.3,288.98,45
12448,SW0061,Midnight Fire,Series,Sci-Fi,Korean,2024-12-28,2026-02-01,Brazil,Latin America,True,Ad-Supported,Smart Tv,56,2,11,47965,346555,0.704,7.0,877.08,14
12449,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-04-01,Germany,Europe,True,Ad-Supported,Game Console,50,4,7,15656,87673,0.96,7.8,279.21,31
12450,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2025-11-01,United Kingdom,Europe,False,Standard,Mobile,49,1,8,52494,233875,0.682,6.3,653.64,15
12451,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2026-04-01,United States,North America,True,Ad-Supported,Web,28,2,11,58183,258061,0.864,7.7,1084.06,20
12452,SW0137,Infinite Echo 137,Series,Drama,English,2023-03-01,2025-12-01,Australia,Oceania,True,Standard,Game Console,55,1,7,22004,103974,0.736,6.5,261.01,33
12453,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-02-01,France,Europe,False,Ad-Supported,Game Console,137,0,1,382791,826492,0.946,9.1,6885.84,2
12455,SW0090,Silent Promise,Series,Crime,English,2024-09-10,2026-01-01,United States,North America,False,Premium,Smart Tv,51,4,7,28541,144170,0.849,6.2,413.08,16
12456,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2026-03-01,Australia,Oceania,True,Premium,Mobile,47,4,7,24486,102129,0.761,6.6,421.04,8
12457,SW0014,Midnight Witness 14,Movie,Comedy,Spanish,2023-11-06,2026-05-01,Canada,North America,True,Premium,Web,91,0,1,11521,13125,0.751,5.8,174.52,30
12458,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2026-04-01,South Korea,Asia,True,Ad-Supported,Web,83,0,1,10068,11263,0.809,7.8,181.98,29
12459,SW0157,Northern Crown,Movie,Romance,French,2025-08-09,2026-02-01,United States,North America,True,Standard,Smart Tv,142,0,1,61360,106475,0.733,6.9,706.2,6
12460,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-05-01,South Korea,Asia,True,Ad-Supported,Mobile,47,4,7,111646,431181,0.704,8.0,2056.93,10
12461,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-04-01,South Africa,Africa,True,Ad-Supported,Smart Tv,94,0,1,35994,42254,0.749,7.0,623.88,7
12462,SW0020,Hidden Pulse,Movie,Action,English,2024-03-08,2025-04-01,France,Europe,True,Ad-Supported,Mobile,99,0,1,18922,23768,0.761,7.5,360.33,13
12464,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2025-06-01,Nigeria,Africa,True,Standard,Web,146,0,1,4789,11010,0.945,7.1,54.78,21
12465,SW0082,Electric Fire 82,Series,Romance,English,2024-11-25,2026-02-01,United States,North America,False,Premium,Game Console,40,2,11,25102,136747,0.743,5.7,366.04,15
12466,SW0119,Crimson Code,Movie,Crime,Korean,2022-05-16,2025-07-01,United States,North America,True,Standard,Smart Tv,118,0,1,17945,30163,0.855,6.9,214.22,38
12467,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2025-04-01,Spain,Europe,True,Standard,Tablet,119,0,1,35082,50885,0.731,7.4,434.95,25
12470,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-11-01,United Kingdom,Europe,True,Ad-Supported,Mobile,94,0,1,50023,58971,0.752,7.9,965.93,14
12471,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2026-06-01,Spain,Europe,True,Standard,Smart Tv,53,4,9,16273,95854,0.741,6.6,178.77,33
12472,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2025-04-01,United Kingdom,Europe,True,Standard,Mobile,83,0,1,43708,34296,0.7060047885075819,7.3,553.09,17
12473,SW0086,Second Echo 86,Movie,Romance,Japanese,2024-09-20,2025-09-01,India,Asia,False,Ad-Supported,Smart Tv,109,0,1,107165,183688,0.944,9.3,1756.92,12
12474,SW0121,Infinite Pulse,Series,Romance,French,2024-01-02,2026-04-01,India,Asia,True,Standard,Smart Tv,24,3,12,50471,192023,0.793,7.9,598.97,27
12475,SW0021,Midnight Echo,Movie,Documentary,Korean,2025-03-08,2026-04-01,Brazil,Latin America,True,Standard,Smart Tv,137,0,1,50199,110036,0.96,7.3,637.96,13
12477,SW0079,Northern Promise 79,Movie,Sci-Fi,English,2025-09-11,2026-01-01,United States,North America,False,Ad-Supported,Mobile,105,0,1,201551,253701,0.719,6.1,3786.87,4
12478,SW0159,Silent Signal 159,Movie,Romance,English,2025-01-13,2025-09-01,South Korea,Asia,True,Standard,Web,81,0,1,40333,43744,0.803,7.7,443.98,8
12480,SW0051,Infinite Echo 51,Series,Comedy,Korean,2022-03-05,2026-02-01,Canada,North America,True,Standard,Game Console,59,4,6,8840,33574,0.644,6.7,97.08,47
12481,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-05-01,Nigeria,Africa,True,Standard,Smart Tv,140,0,1,40509,82131,0.869,7.2,443.41,34
12482,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2025-08-01,United Kingdom,Europe,True,Premium,Mobile,119,0,1,25157,31756,0.636,7.1,390.58,29
12483,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2025-05-01,Germany,Europe,True,Standard,Smart Tv,127,0,1,23828,35859,0.711,7.3,273.43,36
12484,SW0095,Electric Kingdom,Movie,Documentary,English,2023-11-04,2025-03-01,Brazil,Latin America,True,Ad-Supported,Mobile,78,0,1,40488,36951,0.702,6.4,742.06,16
12485,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-07-01,Japan,Asia,True,Standard,Web,83,0,1,28955,25982,0.649,7.5,347.95,20
12486,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2026-01-01,France,Europe,True,Ad-Supported,Game Console,83,0,1,30521,25485,0.604,7.4,503.77,26
12488,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-03-01,Mexico,Latin America,False,Premium,Smart Tv,137,0,1,99239,170123,0.751,7.5,1704.51,3
12489,SW0156,Second Code,Series,Comedy,Hindi,2023-09-24,2026-03-01,India,Asia,False,Standard,Smart Tv,52,3,12,3185,25254,0.762,7.2,40.9,30
12490,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-03-01,United Kingdom,Europe,True,Ad-Supported,Tablet,114,0,1,44421,75480,0.894,7.1,870.49,39
12491,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2026-03-01,Spain,Europe,True,Premium,Tablet,131,0,1,26378,35075,0.609,8.1,420.95,45
12492,SW0102,Hidden Pulse 102,Movie,Drama,Japanese,2023-10-10,2026-03-01,United States,North America,True,Standard,Web,87,0,1,56131,47664,0.586,7.3,642.47,29
12493,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-09-01,South Korea,Asia,True,Standard,Smart Tv,94,0,1,20783,22010,0.676,7.4,252.33,12
12495,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-05-01,United States,North America,True,Standard,Smart Tv,112,0,1,248223,307673,0.664,7.2,3102.35,32
12496,SW0047,Hidden Fire,Series,Sci-Fi,English,2023-11-26,2025-02-01,Brazil,Latin America,False,Standard,Mobile,36,1,6,15273,50238,0.914,6.8,194.12,15
12497,SW0021,Midnight Echo,Movie,Documentary,Korean,2025-03-08,2025-07-01,South Korea,Asia,True,Ad-Supported,Web,137,0,1,148974,321131,0.944,8.1,2614.05,4
12498,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2026-05-01,United States,North America,True,Standard,Smart Tv,28,2,11,20515,76632,0.728,6.7,229.89,21
12499,SW0017,Second Fire,Series,Documentary,Japanese,2022-02-01,2025-01-01,Germany,Europe,False,Standard,Smart Tv,24,3,7,24289,42748,0.629,7.3,300.25,35
12500,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2025-08-01,Germany,Europe,True,Standard,Mobile,29,2,10,75447,281960,0.773,7.0,979.89,11
12501,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2025-05-01,South Africa,Africa,False,Ad-Supported,Smart Tv,90,0,1,6904,6680,0.645,6.3,123.26,17
12503,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-09-01,Japan,Asia,True,Standard,Game Console,45,2,9,65436,302419,0.685,6.0,809.16,6
12504,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-10-01,Brazil,Latin America,True,Ad-Supported,Mobile,106,0,1,86128,84251,0.554,7.6,1514.15,5
12506,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2026-03-01,Spain,Europe,True,Premium,Mobile,47,2,9,73967,372934,0.715,7.7,1065.83,7
12507,SW0058,Broken Kingdom 58,Series,Crime,Hindi,2023-10-11,2025-08-01,United States,North America,True,Standard,Mobile,42,1,10,33652,183431,0.779,8.4,380.09,22
12508,SW0117,Broken Road 117,Series,Drama,English,2023-05-21,2026-03-01,India,Asia,True,Standard,Mobile,23,4,8,12276,22950,0.61,7.0,136.97,34
12509,SW0096,Last Kingdom 96,Movie,Drama,English,2022-01-15,2025-03-01,Australia,Oceania,True,Ad-Supported,Mobile,127,0,1,27501,38603,0.663,7.3,496.29,38
12511,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2026-06-01,United Kingdom,Europe,False,Premium,Mobile,136,0,1,122047,213672,0.772,7.5,1915.05,22
12512,SW0028,Golden Promise,Movie,Action,English,2023-05-12,2026-04-01,United Kingdom,Europe,True,Ad-Supported,Tablet,87,0,1,20741,20231,0.673,6.4,364.2,35
12513,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-07-01,Germany,Europe,True,Premium,Mobile,93,0,1,52324,53359,0.658,8.8,806.85,41
12514,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2025-12-01,Brazil,Latin America,True,Standard,Smart Tv,47,2,9,128082,580904,0.643,6.4,1650.23,4
12515,SW0091,Second Kingdom,Series,Action,English,2023-08-28,2025-03-01,Mexico,Latin America,False,Standard,Smart Tv,62,4,7,19906,79014,0.549,5.8,248.02,19
12516,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2026-06-01,France,Europe,False,Ad-Supported,Game Console,141,0,1,34325,54917,0.681,5.8,632.38,52
12519,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-12-01,South Korea,Asia,True,Standard,Smart Tv,81,0,1,140619,148889,0.784,8.1,1787.67,36
12520,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-05-01,United States,North America,False,Standard,Smart Tv,136,0,1,233554,380337,0.718,8.0,2527.77,9
12521,SW0085,Midnight Code,Series,Crime,German,2023-01-22,2025-07-01,Australia,Oceania,True,Premium,Smart Tv,40,3,6,11338,38059,0.839,7.9,193.43,30
12522,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-04-01,Japan,Asia,True,Standard,Web,130,0,1,41768,72782,0.804,8.2,500.06,10
12523,SW0016,Last Harbor,Series,Thriller,Portuguese,2022-04-30,2025-09-01,United States,North America,True,Standard,Mobile,23,2,10,26343,68288,0.676,7.2,289.54,41
12524,SW0053,Golden Kingdom,Series,Comedy,Hindi,2024-01-26,2025-06-01,Canada,North America,False,Premium,Smart Tv,49,4,9,20172,84845,0.572,7.0,291.45,17
12525,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2026-02-01,Germany,Europe,True,Standard,Smart Tv,127,0,1,9211,15050,0.772,6.4,117.75,45
12527,SW0120,Hidden Witness 120,Series,Documentary,English,2025-04-30,2025-12-01,Spain,Europe,True,Ad-Supported,Game Console,40,4,12,19610,135118,0.861,7.3,370.51,8
12528,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2026-06-01,France,Europe,True,Standard,Tablet,29,4,11,23912,107387,0.845,7.9,276.18,47
12529,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2026-03-01,France,Europe,True,Standard,Smart Tv,99,0,1,25847,36213,0.849,6.7,324.54,31
12530,SW0074,Hidden Code 74,Movie,Thriller,Korean,2023-12-05,2025-02-01,Canada,North America,False,Standard,Mobile,81,0,1,13039,9677,0.55,6.7,163.02,14
12531,SW0012,Broken Crown,Movie,Crime,French,2022-04-02,2025-01-01,United Kingdom,Europe,True,Premium,Smart Tv,148,0,1,38971,61373,0.638,6.4,643.13,33
12534,SW0012,Broken Crown,Movie,Crime,French,2022-04-02,2025-02-01,Nigeria,Africa,True,Standard,Smart Tv,148,0,1,15464,20421,0.535,5.9,180.88,34
12535,SW0095,Electric Kingdom,Movie,Documentary,English,2023-11-04,2025-07-01,United Kingdom,Europe,True,Standard,Mobile,78,0,1,19127,17771,0.715,7.0,222.71,20
12536,SW0026,Broken Signal,Series,Documentary,Spanish,2024-06-05,2025-03-01,Brazil,Latin America,True,Ad-Supported,Smart Tv,43,1,9,123276,631948,0.795,7.6,2420.15,9
12537,SW0017,Second Fire,Series,Documentary,Japanese,2022-02-01,2025-02-01,United Kingdom,Europe,False,Ad-Supported,Mobile,24,3,7,24710,65972,0.954,7.1,482.28,36
12538,SW0144,Midnight Road 144,Movie,Comedy,Portuguese,2025-08-04,2026-01-01,Brazil,Latin America,True,Standard,Smart Tv,140,0,1,52428,92543,0.756,6.6,643.46,5
12539,SW0041,Wild Crown 41,Movie,Romance,English,2024-03-03,2026-01-01,Nigeria,Africa,True,Ad-Supported,Smart Tv,102,0,1,12949,18917,0.859,7.1,216.99,22
12540,SW0133,Northern Summer 133,Movie,Thriller,French,2022-09-10,2026-05-01,Brazil,Latin America,True,Ad-Supported,Game Console,143,0,1,8065,10675,0.555,7.3,156.24,44
12541,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2026-05-01,United States,North America,True,Ad-Supported,Smart Tv,136,0,1,101363,177287,0.772,7.5,1658.97,42
12542,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2025-02-01,Canada,North America,True,Premium,Mobile,53,4,9,14161,89412,0.794,6.4,248.96,17
12543,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-06-01,France,Europe,True,Premium,Tablet,99,0,1,60986,78387,0.779,7.9,1003.4,22
12544,SW0101,Infinite Witness,Movie,Action,English,2024-08-09,2025-04-01,Germany,Europe,False,Ad-Supported,Smart Tv,138,0,1,19008,36635,0.838,5.7,311.93,8
12545,SW0103,Wild Crown 103,Series,Drama,Hindi,2022-11-28,2025-12-01,France,Europe,True,Ad-Supported,Mobile,31,4,10,25627,103227,0.78,7.3,485.15,37
12546,SW0004,Last Kingdom,Movie,Thriller,English,2024-11-13,2025-01-01,India,Asia,True,Standard,Web,113,0,1,142239,225134,0.84,6.2,1627.83,2
12547,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-03-01,Germany,Europe,False,Ad-Supported,Mobile,137,0,1,215341,320066,0.651,7.6,4187.32,3
12549,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2026-06-01,United Kingdom,Europe,True,Premium,Smart Tv,33,3,11,23383,128536,0.909,9.4,394.67,31
12550,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-08-01,India,Asia,True,Ad-Supported,Mobile,114,0,1,147618,141886,0.506,7.048405797101449,2467.4,32
12551,SW0011,Midnight Witness,Series,Romance,English,2022-06-08,2026-04-01,South Korea,Asia,False,Ad-Supported,Smart Tv,36,4,6,56682,175294,0.859,6.8,1064.86,46
12552,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-06-01,Spain,Europe,True,Standard,Mobile,131,0,1,93632,147019,0.719,6.7,1088.71,36
12555,SW0003,Hidden Crown,Series,Documentary,English,2025-01-23,2025-12-01,United States,North America,True,Standard,Mobile,36,4,11,30108,155919,0.785,6.8,332.99,11
12556,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2025-04-01,Mexico,Latin America,True,Ad-Supported,Mobile,85,0,1,193502,173435,0.633,6.2,3160.77,3
