row_id,content_id,title,content_type,genre,original_language,release_date,report_month,country,region,available_globally,subscription_tier,primary_device,runtime_minutes,season_count,episode_count,views,hours_viewed,completion_rate,user_rating,estimated_revenue_usd
13153,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-03-01,Germany,Europe,Yes,Standard,Mobile,131,0,1,87151,118159,0.621,8.8,1040.75
13154,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2025-06-01,United States,North America,No,Standard,Mobile,137,0,1,757463,1557974,0.901,7.5,9452.42
13155,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2025-04-01,Brazil,Latin America,Yes,Ad-Supported,Web,146,0,1,16938,31005,0.752,7.6,281.99
13156,SW0020,Hidden Pulse,Movie,Action,English,2024-03-08,2026-02-01,Brazil,Latin America,Yes,Ad-Supported,Smart TV,99,0,1,27613,29173,0.64,6.2,534.52
13157,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2026-03-01,United States,North America,Yes,Standard,Web,146,0,1,29008,45637,0.647,6.3,322.97
13158,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2026-02-01,United States,North America,Yes,Ad-Supported,Game Console,85,0,1,80217,81361,0.716,6.6,1437.68
13159,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2025-12-01,South Korea,Asia,Yes,Ad-Supported,Smart TV,146,0,1,24844,42506,0.703,6.7,459.96
13160,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2025-01-01,Germany,Europe,Yes,Standard,Game Console,35,1,8,381246,1522284,0.856,7.1,4546.97
13161,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2025-06-01,Brazil,Latin America,Yes,Premium,Mobile,29,4,11,49056,196352,0.753,7.5,783.65
13162,SW0013,Silent Road,Series,Romance,Korean,2024-12-31,2025-10-01,Germany,Europe,Yes,Standard,Mobile,35,2,12,30994,164608,0.759,6.8,351.11
13163,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2025-03-01,United States,North America,Yes,Ad-Supported,Smart TV,119,0,1,48222,84399,0.882,6.2,832.57
13164,SW0058,Broken Kingdom 58,Series,Crime,Hindi,2023-10-11,2026-06-01,Canada,North America,Yes,Ad-Supported,Web,42,1,10,17956,120664,0.96,6.7,303.24
13165,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-09-01,Canada,North America,No,Standard,Smart TV,141,0,1,57035,83042,0.62,5.7,638.2
13166,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2025-10-01,India,Asia,No,Premium,Mobile,42,3,10,26593,144650,0.777,8.1,393.17
13167,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2026-06-01,Japan,Asia,Yes,Standard,Game Console,40,2,9,14114,64089,0.757,7.4,177.89
13168,SW0163,Midnight Fire 163,Series,Animation,English,2025-10-14,2026-01-01,United Kingdom,Europe,No,Standard,Game Console,55,4,9,170738,1276486,0.906,7.9,1844.09
13169,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-12-01,Japan,Asia,No,Premium,Mobile,57,1,10,72798,579170,0.837,7.1,1235.2
13170,SW0100,Silent Crown,Movie,Drama,English,2023-02-27,2025-03-01,Brazil,Latin America,No,Standard,Web,90,0,1,20839,24526,0.785,7.0,237.03
13171,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-01-01,France,Europe,Yes,Ad-Supported,Mobile,90,0,1,62791,57985,0.616,6.9,1182.67
13172,SW0091,Second Kingdom,Series,Action,English,2023-08-28,2026-05-01,Germany,Europe,No,Standard,Smart TV,62,4,7,8477,46837,0.764,6.9,99.73
13173,SW0106,Broken Signal 106,Movie,Comedy,Japanese,2023-07-22,2025-06-01,United Kingdom,Europe,Yes,Standard,Web,108,0,1,42379,60719,0.796,7.6,556.38
13174,SW0011,Midnight Witness,Series,Romance,English,2022-06-08,2025-02-01,Australia,Oceania,No,Ad-Supported,Smart TV,36,4,6,15029,51940,0.96,6.4,283.1
13175,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2025-03-01,United States,North America,Yes,Ad-Supported,Mobile,89,0,1,51073,47331,0.625,7.9,878.2
13176,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2026-05-01,South Africa,Africa,No,Standard,Mobile,42,3,10,5965,27241,0.652,8.6,65.02
13177,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2025-02-01,Germany,Europe,No,Standard,Smart TV,49,1,8,36748,221200,0.921,7.5,426.27
13178,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-04-01,South Korea,Asia,No,Standard,Mobile,137,0,1,202960,300039,0.647,7.8,2569.16
13179,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-05-01,United Kingdom,Europe,Yes,Standard,Smart TV,90,0,1,15002,17128,0.761,7.4,179.99
13180,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2026-03-01,Brazil,Latin America,No,Premium,Smart TV,27,1,12,76497,332819,0.806,7.3,1153.78
13181,SW0040,Crimson Kingdom,Series,Drama,English,2024-03-31,2025-06-01,South Korea,Asia,Yes,Ad-Supported,Mobile,33,4,12,12075,56392,0.708,5.9,229.79
13182,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2026-04-01,United States,North America,Yes,Standard,Mobile,45,2,9,79574,395316,0.736,7.7,981.29
13183,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2026-05-01,France,Europe,Yes,Ad-Supported,Smart TV,37,3,10,34598,151688,0.711,6.4,626.58
13184,SW0037,Northern Echo,Series,Animation,English,2025-11-28,2026-03-01,United Kingdom,Europe,No,Ad-Supported,Web,24,3,6,38945,53856,0.576,6.1,735.81
13185,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-11-01,Japan,Asia,No,Ad-Supported,Smart TV,141,0,1,16085,21351,0.565,7.2,271.98
13186,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-12-01,United States,North America,Yes,Ad-Supported,Smart TV,112,0,1,185078,193355,0.56,8.0,3309.28
13187,SW0056,Midnight Summer 56,Movie,Action,German,2024-12-18,2026-06-01,Canada,North America,Yes,Premium,Smart TV,139,0,1,19880,38322,0.832,7.6,332.84
13188,SW0067,Crimson Harbor,Movie,Crime,Hindi,2022-03-01,2026-05-01,India,Asia,Yes,Premium,Tablet,83,0,1,21693,18986,0.633,7.3,317.93
13189,SW0146,Hidden Kingdom 146,Movie,Comedy,English,2024-05-13,2026-03-01,United Kingdom,Europe,No,Standard,Smart TV,110,0,1,7573,9930,0.715,7.0,82.08
13190,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-08-01,Spain,Europe,Yes,Standard,Mobile,131,0,1,37658,51825,0.63,7.4,423.93
13191,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-07-01,United States,North America,No,Ad-Supported,Mobile,136,0,1,45228,82175,0.802,7.5,894.94
13192,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2026-04-01,Nigeria,Africa,No,Premium,Mobile,136,0,1,22678,33947,0.66,7.8,381.32
13193,SW0046,Broken Code,Movie,Drama,English,2023-10-12,2026-03-01,India,Asia,Yes,Standard,Smart TV,113,0,1,22280,30889,0.736,7.0,280.68
13194,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-12-01,France,Europe,Yes,Standard,Smart TV,112,0,1,77310,137186,0.951,7.7,949.68
13195,SW0027,Golden Harbor,Movie,Comedy,English,2023-06-25,2025-10-01,Canada,North America,Yes,Premium,Smart TV,90,0,1,13117,13234,0.673,7.4,228.25
13196,SW0101,Infinite Witness,Movie,Action,English,2024-08-09,2026-02-01,United States,North America,No,Ad-Supported,Smart TV,138,0,1,36440,41634,0.497,7.1,603.36
13197,SW0130,Hidden Summer 130,Movie,Drama,English,2024-11-25,2025-10-01,South Africa,Africa,Yes,Ad-Supported,Mobile,103,0,1,10975,13654,0.725,7.0,192.44
13198,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2025-03-01,South Korea,Asia,No,Premium,Mobile,49,1,8,56804,249115,0.671,7.3,834.02
13199,SW0033,Crimson Echo,Series,Action,Korean,2023-02-20,2026-02-01,France,Europe,Yes,Premium,Web,50,2,10,20840,141061,0.812,5.9,309.69
13200,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2026-05-01,France,Europe,Yes,Standard,Game Console,39,4,11,47871,193923,0.567,8.6,559.42
13201,SW0028,Golden Promise,Movie,Action,English,2023-05-12,2026-05-01,Mexico,Latin America,Yes,Standard,Game Console,87,0,1,10433,11255,0.744,6.6,123.9
13202,SW0161,Midnight Crown 161,Movie,Action,Korean,2023-03-19,2025-06-01,India,Asia,Yes,Premium,Smart TV,101,0,1,55198,51325,0.552,7.1,818.28
13203,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-11-01,United States,North America,No,Premium,Game Console,57,1,10,105603,818904,0.816,6.8,1605.58
13204,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-09-01,South Korea,Asia,Yes,Ad-Supported,Game Console,90,0,1,37742,42675,0.754,7.1,703.92
13205,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-02-01,Mexico,Latin America,Yes,Ad-Supported,Mobile,106,0,1,239706,262545,0.62,8.5,4085.64
13206,SW0021,Midnight Echo,Movie,Documentary,Korean,2025-03-08,2026-02-01,Japan,Asia,Yes,Ad-Supported,Mobile,137,0,1,12260,18249,0.652,7.9,220.88
13207,SW0019,Wild Echo,Series,Crime,English,2025-07-29,2025-11-01,South Africa,Africa,No,Standard,Mobile,26,2,11,110518,454231,0.862,7.3,1197.11
13208,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-05-01,United States,North America,Yes,Ad-Supported,Mobile,47,4,7,782898,2874839,0.67,6.4,15347.47
13209,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-04-01,Australia,Oceania,Yes,Ad-Supported,Mobile,140,0,1,39620,60616,0.656,7.8,782.47
13210,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-12-01,Germany,Europe,Yes,Standard,Smart TV,83,0,1,43591,31611,0.524,7.5,526.67
13211,SW0098,Last Summer,Series,Animation,English,2023-11-06,2025-07-01,Spain,Europe,Yes,Standard,Tablet,61,4,7,13509,59012,0.614,7.5,163.1
13212,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-07-01,United Kingdom,Europe,Yes,Ad-Supported,Smart TV,94,0,1,21777,26161,0.767,6.4,359.48
13213,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-02-01,Brazil,Latin America,Yes,Ad-Supported,Web,83,0,1,34332,36769,0.774,7.7,567.58
13214,SW0156,Second Code,Series,Comedy,Hindi,2023-09-24,2025-07-01,Canada,North America,No,Standard,Web,52,3,12,4472,38486,0.828,6.7,48.4
13215,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2025-05-01,Japan,Asia,Yes,Standard,Smart TV,37,3,10,156983,669769,0.692,7.0,1756.64
13216,SW0070,Last Fire,Movie,Comedy,Spanish,2023-06-01,2026-05-01,Nigeria,Africa,Yes,Standard,Game Console,141,0,1,3231,4777,0.629,6.4,38.25
13217,SW0058,Broken Kingdom 58,Series,Crime,Hindi,2023-10-11,2025-10-01,India,Asia,Yes,Standard,Mobile,42,1,10,66598,281409,0.604,5.9,806.52
13218,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2026-05-01,South Korea,Asia,No,Premium,Web,49,1,8,21062,124034,0.901,5.8,367.0
13219,SW0161,Midnight Crown 161,Movie,Action,Korean,2023-03-19,2026-01-01,Brazil,Latin America,Yes,Standard,Smart TV,101,0,1,13865,16989,0.728,6.3,157.79
13220,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2026-04-01,Nigeria,Africa,No,Premium,Mobile,27,1,12,10049,52094,0.96,7.7,145.72
13221,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2026-05-01,United Kingdom,Europe,Yes,Premium,Mobile,83,0,1,56836,47981,0.61,6.1,837.56
13222,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-09-01,Nigeria,Africa,Yes,Standard,Mobile,130,0,1,16057,25332,0.728,7.4,196.56
13223,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2025-07-01,South Africa,Africa,Yes,Ad-Supported,Smart TV,47,2,9,123544,744006,0.854,6.6,2315.33
13224,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2026-03-01,France,Europe,Yes,Ad-Supported,Game Console,29,2,10,111837,423542,0.784,7.5,2116.23
13225,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2026-03-01,India,Asia,No,Standard,Smart TV,114,0,1,49148,57322,0.614,7.1,561.84
13226,SW0096,Last Kingdom 96,Movie,Drama,English,2022-01-15,2025-09-01,United States,North America,Yes,Premium,Mobile,127,0,1,28043,40519,0.683,7.2,409.33
13227,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2025-08-01,Brazil,Latin America,Yes,Premium,Smart TV,35,1,8,87905,286628,0.699,6.2,1298.45
13228,SW0117,Broken Road 117,Series,Drama,English,2023-05-21,2026-03-01,France,Europe,Yes,Premium,Smart TV,23,4,8,24321,58640,0.786,6.6,379.07
13229,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2026-04-01,South Korea,Asia,Yes,Premium,Mobile,47,4,7,34551,153345,0.809,6.7,538.69
13230,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2025-08-01,Brazil,Latin America,No,Ad-Supported,Web,55,2,11,15617,102174,0.649,7.5,287.8
13231,SW0020,Hidden Pulse,Movie,Action,English,2024-03-08,2025-08-01,Spain,Europe,Yes,Ad-Supported,Game Console,99,0,1,34476,34407,0.605,7.1,634.8
13232,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2025-09-01,Australia,Oceania,No,Ad-Supported,Smart TV,26,1,7,15675,31195,0.656,6.7,308.53
13233,SW0085,Midnight Code,Series,Crime,German,2023-01-22,2026-01-01,Japan,Asia,Yes,Standard,Tablet,40,3,6,11035,36074,0.817,6.7,138.5
13234,SW0113,Northern Witness 113,Movie,Drama,Spanish,2025-10-28,2025-09-01,Brazil,Latin America,Yes,Standard,Web,103,0,1,105398,110843,0.613,,1223.34
13235,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-07-01,United States,North America,Yes,Standard,Smart TV,140,0,1,47711,64721,0.581,7.5,561.26
13236,SW0099,Electric Code,Movie,Comedy,Spanish,2025-04-16,2025-11-01,United States,North America,No,Standard,Game Console,110,0,1,89557,110997,0.676,5.9,1155.9
13237,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2025-01-01,Brazil,Latin America,Yes,Standard,Smart TV,127,0,1,15421,23672,0.725,7.4,200.55
13238,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2026-03-01,United States,North America,Yes,Standard,Web,119,0,1,32701,41333,0.637,7.1,354.09
13239,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2025-04-01,United Kingdom,Europe,No,Ad-Supported,Mobile,26,1,7,45084,116491,0.852,6.3,756.43
13240,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-12-01,Nigeria,Africa,Yes,Standard,Web,99,0,1,21622,20222,0.567,8.0,238.92
13241,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-11-01,Canada,North America,No,Ad-Supported,Mobile,136,0,1,61902,94855,0.676,7.8,1198.68
13242,SW0119,Crimson Code,Movie,Crime,Korean,2022-05-16,2025-07-01,United Kingdom,Europe,Yes,Ad-Supported,Mobile,118,0,1,6333,6281,0.504,6.4,123.22
13243,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-12-01,United States,North America,Yes,Ad-Supported,Mobile,94,0,1,34391,43027,0.799,6.8,633.7
13244,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-08-01,United Kingdom,Europe,Yes,Ad-Supported,Tablet,106,0,1,207405,347486,0.948,7.3,3896.94
13245,SW0059,Crimson Witness,Movie,Romance,English,2025-10-23,2025-03-01,Brazil,Latin America,Yes,Premium,Smart TV,104,0,1,51442,82296,0.923,6.0,846.18
13246,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-02-01,United States,North America,No,Ad-Supported,Web,141,0,1,32922,57692,0.746,6.7,644.51
13247,SW0178,Wild Harbor,Movie,Romance,Korean,2022-06-06,2025-04-01,Brazil,Latin America,Yes,Ad-Supported,Tablet,78,0,1,8677,7219,0.64,6.4,158.51
13248,SW0153,Wild Crown 153,Movie,Drama,English,2024-02-05,2025-07-01,India,Asia,No,Standard,Smart TV,133,0,1,7080,13108,0.835,8.5,86.97
13249,SW0050,Northern Harbor,Series,Animation,German,2022-04-09,2025-02-01,Germany,Europe,No,Ad-Supported,Web,42,3,9,31015,135782,0.695,6.1,584.15
13250,SW0037,Northern Echo,Series,Animation,English,2025-11-28,2026-03-01,South Africa,Africa,No,Premium,Smart TV,24,3,6,18039,37221,0.86,7.6,312.73
13251,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2026-01-01,Australia,Oceania,Yes,Premium,Web,106,0,1,49059,67317,0.777,6.8,744.63
13252,SW0023,Electric Fire,Movie,Romance,English,2023-02-18,2025-07-01,Canada,North America,No,Standard,Smart TV,113,0,1,11366,16876,0.788,6.6,133.24
13253,SW0167,Northern Echo 167,Movie,Thriller,German,2025-09-05,2026-06-01,India,Asia,Yes,Standard,Mobile,135,0,1,160193,284052,0.788,6.4,2063.68
13254,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2025-08-01,United Kingdom,Europe,Yes,Ad-Supported,Web,136,0,1,14074,20012,0.627,7.7,252.43
13255,SW0108,Northern Summer 108,Series,Action,Spanish,2023-08-12,2025-12-01,France,Europe,No,Premium,Smart TV,55,1,11,6235,51513,0.819,7.9,94.04
13256,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-07-01,United States,North America,Yes,Ad-Supported,Mobile,47,4,7,386154,1717972,0.811,7.8,6532.92
13257,SW0085,Midnight Code,Series,Crime,German,2023-01-22,2026-06-01,Mexico,Latin America,Yes,Ad-Supported,Web,40,3,6,9663,37105,0.96,6.7,189.71
13258,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2026-01-01,Japan,Asia,No,Standard,Web,136,0,1,45423,86067,0.836,7.9,559.71
13259,SW0177,Broken Harbor,Series,Romance,English,2023-11-16,2025-01-01,Mexico,Latin America,Yes,Standard,Smart TV,38,3,12,14091,75136,0.702,6.8,174.41
13260,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2025-03-01,Nigeria,Africa,Yes,Ad-Supported,Web,85,0,1,115478,117395,0.718,5.9,2161.47
13261,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2026-06-01,United Kingdom,Europe,No,Ad-Supported,Mobile,42,3,10,21374,88238,0.59,6.5,386.74
13262,SW0012,Broken Crown,Movie,crime,French,2022-04-02,2025-10-01,India,Asia,Yes,Ad-Supported,Game Console,148,0,1,81265,162006,0.808,7.9,1562.24
13263,SW0018,Hidden Witness 18,Movie,Thriller,English,2023-12-17,2025-08-01,Spain,Europe,Yes,Standard,Mobile,98,0,1,7737,7594,0.601,6.1,102.07
13264,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2026-04-01,South Korea,Asia,No,Ad-Supported,Web,39,2,8,38287,120851,0.607,7.7,734.22
13265,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2026-05-01,United States,North America,Yes,Standard,Smart TV,50,4,7,222305,911582,0.703,7.4,2783.87
13266,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2025-03-01,United Kingdom,Europe,No,Standard,Smart TV,140,0,1,20855,31400,0.645,7.5,264.2
13267,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-12-01,Spain,Europe,Yes,Ad-Supported,Smart TV,47,4,7,79298,320111,0.736,6.7,1439.78
13268,SW0113,Northern Witness 113,Movie,Drama,Spanish,2025-10-28,2025-10-01,South Korea,Asia,Yes,Ad-Supported,Smart TV,103,0,1,136275,171811,0.734,8.3,2249.54
13269,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-05-01,India,Asia,Yes,Premium,Web,93,0,1,73959,93754,0.818,6.7,1146.24
13270,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2026-03-01,United States,North America,Yes,Ad-Supported,Smart TV,81,0,1,59721,60577,0.751,7.4,1036.2
13271,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2025-05-01,United States,North America,Yes,Ad-Supported,Smart TV,39,4,11,79357,409946,0.722,7.4,1449.73
13272,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2026-05-01,Nigeria,Africa,No,Premium,Smart TV,49,1,8,6408,38009,0.908,6.1,101.89
13273,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2026-01-01,Germany,Europe,Yes,Standard,Mobile,106,0,1,183691,277844,0.856,7.2,2368.18
13274,SW0035,Infinite Promise,Movie,Thriller,Hindi,2022-07-20,2025-01-01,Mexico,Latin America,Yes,Standard,Game Console,130,0,1,26446,37804,0.66,6.5,289.56
13275,SW0098,Last Summer,Series,Animation,English,2023-11-06,2026-06-01,Mexico,Latin America,Yes,Premium,Tablet,61,4,7,8398,55218,0.924,7.0,139.31
13276,SW0038,Northern Promise,Movie,Thriller,English,2022-10-17,2026-03-01,South Korea,Asia,Yes,Standard,Mobile,108,0,1,5184,7434,0.797,6.7,57.85
13277,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2026-06-01,United States,North America,Yes,Standard,Mobile,33,3,11,131684,680880,0.855,7.4,1569.32
13278,SW0113,Northern Witness 113,Movie,Drama,Spanish,2025-10-28,2026-03-01,Brazil,Latin America,Yes,Standard,Web,103,0,1,53105,72644,0.797,7.4,680.96
13279,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2026-01-01,Australia,Oceania,Yes,Standard,Mobile,83,0,1,8392,5657,0.487,7.2,99.4
13280,SW0021,Midnight Echo,Movie,Documentary,Korean,2025-03-08,2025-01-01,United States,North America,Yes,Standard,Mobile,137,0,1,248661,459840,0.81,8.3,2775.09
13281,SW0097,Broken Pulse 97,Series,Drama,German,2024-08-24,2026-03-01,Mexico,Latin America,No,Standard,Mobile,49,1,8,15624,76325,0.748,6.6,197.17
13282,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-06-01,Japan,Asia,Yes,Premium,Smart TV,93,0,1,77523,91125,0.758,6.6,1292.06
13283,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-01-01,Germany,Europe,Yes,Ad-Supported,Web,94,0,1,79307,88514,0.712,7.6,1430.58
13284,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2025-03-01,United States,North America,Yes,Ad-Supported,Smart TV,33,3,11,190150,765615,0.666,7.4,3469.23
13285,SW0012,Broken Crown,Movie,Crime,French,2022-04-02,2026-03-01,United Kingdom,Europe,Yes,Ad-Supported,Web,148,0,1,39067,78892,0.819,6.8,658.17
13286,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-06-01,France,Europe,Yes,Premium,Smart TV,45,2,9,267966,1244318,0.688,8.4,4566.26
13287,SW0101,Infinite Witness,Movie,Action,English,2024-08-09,2025-01-01,Australia,Oceania,No,Premium,Tablet,138,0,1,31923,45157,0.615,5.1,480.36
13288,SW0155,Midnight Echo 155,Movie,Crime,English,2025-12-15,2026-05-01,Germany,Europe,Yes,Ad-Supported,Web,144,0,1,28818,60773,0.879,7.1,505.23
13289,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-04-01,Brazil,Latin America,Yes,Premium,Game Console,106,0,1,212386,230091,0.613,7.1,3660.81
13290,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2026-01-01,Brazil,Latin America,Yes,Ad-Supported,Tablet,50,4,7,25600,131657,0.882,8.4,504.42
13291,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2025-07-01,France,Europe,Yes,Standard,Smart TV,146,0,1,27513,53831,0.804,7.6,355.97
13292,SW0170,Crimson Promise 170,Movie,Action,English,2023-01-13,2025-05-01,India,Asia,No,Premium,Web,114,0,1,74092,119534,0.849,7.5,1073.91
13293,SW0114,Crimson Witness 114,Movie,Crime,Spanish,2023-11-14,2025-02-01,South Korea,Asia,Yes,Standard,Game Console,98,0,1,19887,19422,0.598,5.9,246.85
13294,SW0058,Broken Kingdom 58,Series,Crime,Hindi,2023-10-11,2025-10-01,Brazil,Latin America,Yes,Premium,Mobile,42,1,10,68339,408280,0.853,7.9,1184.9
13295,SW0019,Wild Echo,Series,Crime,English,2025-07-29,2026-01-01,Canada,North America,No,Ad-Supported,Game Console,26,2,11,59812,257248,0.902,7.6,1134.83
13296,SW0142,Wild Promise 142,Movie,Crime,English,2023-06-22,2025-04-01,Mexico,Latin America,No,Standard,Mobile,143,0,1,38003,75598,0.835,6.7,471.23
13297,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-12-01,United States,North America,Yes,Standard,Smart TV,50,4,7,246963,1100351,0.764,6.9,2981.96
13298,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2026-05-01,South Korea,Asia,Yes,Standard,Web,136,0,1,44689,65752,0.649,7.7,557.68
13299,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-05-01,Brazil,Latin America,Yes,Standard,Tablet,50,4,7,71488,303176,0.727,7.3,925.02
13300,SW0144,Midnight Road 144,Movie,Comedy,Portuguese,2025-08-04,2025-10-01,South Korea,Asia,Yes,Ad-Supported,Mobile,140,0,1,44922,64575,0.616,8.0,846.62
13301,SW0001,Midnight Promise,Series,Animation,Portuguese,2025-07-10,2025-06-01,United Kingdom,Europe,No,Standard,Smart TV,44,3,12,152761,1118128,0.832,6.4,1927.14
13302,SW0119,Crimson Code,Movie,Crime,Korean,2022-05-16,2025-07-01,Nigeria,Africa,Yes,Standard,Mobile,118,0,1,2367,3769,0.81,6.6,26.42
13303,SW0066,Silent Witness,Series,Romance,Portuguese,2024-10-07,2025-04-01,France,Europe,Yes,Premium,Mobile,45,1,8,19469,89548,0.767,7.4,336.4
13304,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2026-03-01,Brazil,Latin America,No,Standard,Smart TV,136,0,1,28890,54293,0.829,6.8,337.65
13305,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2025-07-01,Nigeria,Africa,Yes,Ad-Supported,Smart TV,29,2,10,67153,311589,0.96,7.8,1244.25
13306,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2025-10-01,Brazil,Latin America,Yes,Ad-Supported,Smart TV,40,2,9,93765,415640,0.739,6.5,1676.94
13307,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2026-02-01,Mexico,Latin America,Yes,Standard,Smart TV,83,0,1,18114,16147,0.644,7.5,228.48
13308,SW0164,Electric Witness,Movie,crime,Korean,2022-02-16,2025-06-01,Mexico,Latin America,Yes,Premium,Smart TV,113,0,1,4898,7121,0.772,7.4,85.53
13309,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2025-06-01,France,Europe,Yes,Standard,Mobile,53,4,9,5763,35666,0.778,7.5,72.8
13310,SW0121,Infinite Pulse,Series,romance,French,2024-01-02,2025-05-01,Nigeria,Africa,Yes,Standard,Mobile,24,3,12,3319,9568,0.601,6.9,38.98
